Sexo;Titulación;Ocupación en el primer empleo;Total
Ambos sexos;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;No consta;0
Ambos sexos;Contabilidad y gestión de impuestos;Total;489
Ambos sexos;Contabilidad y gestión de impuestos;Directores y gerentes;28
Ambos sexos;Contabilidad y gestión de impuestos;Técnicos y profesionales científicos e intelectuales;194
Ambos sexos;Contabilidad y gestión de impuestos;Técnicos profesionales de apoyo;59
Ambos sexos;Contabilidad y gestión de impuestos;Empleados contables, administrativos y otros empleados de oficina;174
Ambos sexos;Contabilidad y gestión de impuestos;Trabajadores de los servicios de restauración, personales, protección y vendedores;25
Ambos sexos;Contabilidad y gestión de impuestos;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Ambos sexos;Contabilidad y gestión de impuestos;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Ambos sexos;Contabilidad y gestión de impuestos;Operadores de instalaciones y maquinaria, y montadores;0
Ambos sexos;Contabilidad y gestión de impuestos;Ocupaciones elementales;5
Ambos sexos;Contabilidad y gestión de impuestos;Ocupaciones militares;4
Ambos sexos;Contabilidad y gestión de impuestos;No consta;0
Ambos sexos;Finanzas, banca y seguros;Total;998
Ambos sexos;Finanzas, banca y seguros;Directores y gerentes;85
Ambos sexos;Finanzas, banca y seguros;Técnicos y profesionales científicos e intelectuales;375
Ambos sexos;Finanzas, banca y seguros;Técnicos profesionales de apoyo;162
Ambos sexos;Finanzas, banca y seguros;Empleados contables, administrativos y otros empleados de oficina;326
Ambos sexos;Finanzas, banca y seguros;Trabajadores de los servicios de restauración, personales, protección y vendedores;14
Ambos sexos;Finanzas, banca y seguros;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Ambos sexos;Finanzas, banca y seguros;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Ambos sexos;Finanzas, banca y seguros;Operadores de instalaciones y maquinaria, y montadores;0
Ambos sexos;Finanzas, banca y seguros;Ocupaciones elementales;36
Ambos sexos;Finanzas, banca y seguros;Ocupaciones militares;0
Ambos sexos;Finanzas, banca y seguros;No consta;0
Ambos sexos;Dirección y administración;Total;4.250
Ambos sexos;Dirección y administración;Directores y gerentes;500
Ambos sexos;Dirección y administración;Técnicos y profesionales científicos e intelectuales;1.968
Ambos sexos;Dirección y administración;Técnicos profesionales de apoyo;640
Ambos sexos;Dirección y administración;Empleados contables, administrativos y otros empleados de oficina;602
Ambos sexos;Dirección y administración;Trabajadores de los servicios de restauración, personales, protección y vendedores;390
Ambos sexos;Dirección y administración;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Ambos sexos;Dirección y administración;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);17
Ambos sexos;Dirección y administración;Operadores de instalaciones y maquinaria, y montadores;0
Ambos sexos;Dirección y administración;Ocupaciones elementales;112
Ambos sexos;Dirección y administración;Ocupaciones militares;21
Ambos sexos;Dirección y administración;No consta;0
Ambos sexos;Marketing y publicidad;Total;683
Ambos sexos;Marketing y publicidad;Directores y gerentes;45
Ambos sexos;Marketing y publicidad;Técnicos y profesionales científicos e intelectuales;219
Ambos sexos;Marketing y publicidad;Técnicos profesionales de apoyo;87
Ambos sexos;Marketing y publicidad;Empleados contables, administrativos y otros empleados de oficina;190
Ambos sexos;Marketing y publicidad;Trabajadores de los servicios de restauración, personales, protección y vendedores;86
Ambos sexos;Marketing y publicidad;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;2
Ambos sexos;Marketing y publicidad;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Ambos sexos;Marketing y publicidad;Operadores de instalaciones y maquinaria, y montadores;0
Ambos sexos;Marketing y publicidad;Ocupaciones elementales;53
Ambos sexos;Marketing y publicidad;Ocupaciones militares;0
Ambos sexos;Marketing y publicidad;No consta;0
Ambos sexos;Ventas al por mayor y al por menor;Total;128
Ambos sexos;Ventas al por mayor y al por menor;Directores y gerentes;7
Ambos sexos;Ventas al por mayor y al por menor;Técnicos y profesionales científicos e intelectuales;32
Ambos sexos;Ventas al por mayor y al por menor;Técnicos profesionales de apoyo;40
Ambos sexos;Ventas al por mayor y al por menor;Empleados contables, administrativos y otros empleados de oficina;39
Ambos sexos;Ventas al por mayor y al por menor;Trabajadores de los servicios de restauración, personales, protección y vendedores;8
Ambos sexos;Ventas al por mayor y al por menor;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Ambos sexos;Ventas al por mayor y al por menor;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);2
Ambos sexos;Ventas al por mayor y al por menor;Operadores de instalaciones y maquinaria, y montadores;0
Ambos sexos;Ventas al por mayor y al por menor;Ocupaciones elementales;0
Ambos sexos;Ventas al por mayor y al por menor;Ocupaciones militares;0
Ambos sexos;Ventas al por mayor y al por menor;No consta;0
Ambos sexos;Negocios y administración (Otros estudios);Total;80
Ambos sexos;Negocios y administración (Otros estudios);Directores y gerentes;7
Ambos sexos;Negocios y administración (Otros estudios);Técnicos y profesionales científicos e intelectuales;41
Ambos sexos;Negocios y administración (Otros estudios);Técnicos profesionales de apoyo;18
Ambos sexos;Negocios y administración (Otros estudios);Empleados contables, administrativos y otros empleados de oficina;8
Ambos sexos;Negocios y administración (Otros estudios);Trabajadores de los servicios de restauración, personales, protección y vendedores;3
Ambos sexos;Negocios y administración (Otros estudios);Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Ambos sexos;Negocios y administración (Otros estudios);Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Ambos sexos;Negocios y administración (Otros estudios);Operadores de instalaciones y maquinaria, y montadores;1
Ambos sexos;Negocios y administración (Otros estudios);Ocupaciones elementales;2
Ambos sexos;Negocios y administración (Otros estudios);Ocupaciones militares;0
Ambos sexos;Negocios y administración (Otros estudios);No consta;0
Ambos sexos;Derecho;Total;2.730
Ambos sexos;Derecho;Directores y gerentes;90
Ambos sexos;Derecho;Técnicos y profesionales científicos e intelectuales;1.709
Ambos sexos;Derecho;Técnicos profesionales de apoyo;235
Ambos sexos;Derecho;Empleados contables, administrativos y otros empleados de oficina;426
Ambos sexos;Derecho;Trabajadores de los servicios de restauración, personales, protección y vendedores;212
Ambos sexos;Derecho;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Ambos sexos;Derecho;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);6
Ambos sexos;Derecho;Operadores de instalaciones y maquinaria, y montadores;6
Ambos sexos;Derecho;Ocupaciones elementales;40
Ambos sexos;Derecho;Ocupaciones militares;5
Ambos sexos;Derecho;No consta;0
Ambos sexos;05 - CIENCIAS;Total;4.490
Ambos sexos;05 - CIENCIAS;Directores y gerentes;55
Ambos sexos;05 - CIENCIAS;Técnicos y profesionales científicos e intelectuales;2.726
Ambos sexos;05 - CIENCIAS;Técnicos profesionales de apoyo;712
Ambos sexos;05 - CIENCIAS;Empleados contables, administrativos y otros empleados de oficina;282
Ambos sexos;05 - CIENCIAS;Trabajadores de los servicios de restauración, personales, protección y vendedores;498
Ambos sexos;05 - CIENCIAS;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;10
Ambos sexos;05 - CIENCIAS;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);31
Ambos sexos;05 - CIENCIAS;Operadores de instalaciones y maquinaria, y montadores;36
Ambos sexos;05 - CIENCIAS;Ocupaciones elementales;118
Ambos sexos;05 - CIENCIAS;Ocupaciones militares;1
Ambos sexos;05 - CIENCIAS;No consta;21
Ambos sexos;Biología;Total;775
Ambos sexos;Biología;Directores y gerentes;18
Ambos sexos;Biología;Técnicos y profesionales científicos e intelectuales;435
Ambos sexos;Biología;Técnicos profesionales de apoyo;103
Ambos sexos;Biología;Empleados contables, administrativos y otros empleados de oficina;56
Ambos sexos;Biología;Trabajadores de los servicios de restauración, personales, protección y vendedores;120
Ambos sexos;Biología;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;3
Ambos sexos;Biología;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);3
Ambos sexos;Biología;Operadores de instalaciones y maquinaria, y montadores;9
Ambos sexos;Biología;Ocupaciones elementales;28
Ambos sexos;Biología;Ocupaciones militares;0
Ambos sexos;Biología;No consta;0
Ambos sexos;Bioquímica;Total;744
Ambos sexos;Bioquímica;Directores y gerentes;0
Ambos sexos;Bioquímica;Técnicos y profesionales científicos e intelectuales;447
Ambos sexos;Bioquímica;Técnicos profesionales de apoyo;141
Ambos sexos;Bioquímica;Empleados contables, administrativos y otros empleados de oficina;19
Ambos sexos;Bioquímica;Trabajadores de los servicios de restauración, personales, protección y vendedores;100
Ambos sexos;Bioquímica;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Ambos sexos;Bioquímica;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);2
Ambos sexos;Bioquímica;Operadores de instalaciones y maquinaria, y montadores;6
Ambos sexos;Bioquímica;Ocupaciones elementales;21
Ambos sexos;Bioquímica;Ocupaciones militares;0
Ambos sexos;Bioquímica;No consta;8
Ambos sexos;Ciencias de la vida (Otros estudios);Total;322
Ambos sexos;Ciencias de la vida (Otros estudios);Directores y gerentes;1
Ambos sexos;Ciencias de la vida (Otros estudios);Técnicos y profesionales científicos e intelectuales;187
Ambos sexos;Ciencias de la vida (Otros estudios);Técnicos profesionales de apoyo;43
Ambos sexos;Ciencias de la vida (Otros estudios);Empleados contables, administrativos y otros empleados de oficina;44
Ambos sexos;Ciencias de la vida (Otros estudios);Trabajadores de los servicios de restauración, personales, protección y vendedores;29
Ambos sexos;Ciencias de la vida (Otros estudios);Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Ambos sexos;Ciencias de la vida (Otros estudios);Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Ambos sexos;Ciencias de la vida (Otros estudios);Operadores de instalaciones y maquinaria, y montadores;5
Ambos sexos;Ciencias de la vida (Otros estudios);Ocupaciones elementales;2
Ambos sexos;Ciencias de la vida (Otros estudios);Ocupaciones militares;0
Ambos sexos;Ciencias de la vida (Otros estudios);No consta;11
Ambos sexos;Ciencias del medio ambiente;Total;300
Ambos sexos;Ciencias del medio ambiente;Directores y gerentes;5
Ambos sexos;Ciencias del medio ambiente;Técnicos y profesionales científicos e intelectuales;118
Ambos sexos;Ciencias del medio ambiente;Técnicos profesionales de apoyo;50
Ambos sexos;Ciencias del medio ambiente;Empleados contables, administrativos y otros empleados de oficina;34
Ambos sexos;Ciencias del medio ambiente;Trabajadores de los servicios de restauración, personales, protección y vendedores;72
Ambos sexos;Ciencias del medio ambiente;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Ambos sexos;Ciencias del medio ambiente;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);5
Ambos sexos;Ciencias del medio ambiente;Operadores de instalaciones y maquinaria, y montadores;2
Ambos sexos;Ciencias del medio ambiente;Ocupaciones elementales;13
Ambos sexos;Ciencias del medio ambiente;Ocupaciones militares;1
Ambos sexos;Ciencias del medio ambiente;No consta;0
Ambos sexos;Entornos naturales y vida silvestre;Total;230
Ambos sexos;Entornos naturales y vida silvestre;Directores y gerentes;2
Ambos sexos;Entornos naturales y vida silvestre;Técnicos y profesionales científicos e intelectuales;106
Ambos sexos;Entornos naturales y vida silvestre;Técnicos profesionales de apoyo;51
Ambos sexos;Entornos naturales y vida silvestre;Empleados contables, administrativos y otros empleados de oficina;22
Ambos sexos;Entornos naturales y vida silvestre;Trabajadores de los servicios de restauración, personales, protección y vendedores;37
Ambos sexos;Entornos naturales y vida silvestre;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;6
Ambos sexos;Entornos naturales y vida silvestre;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);1
